name,type_final,gender_final,n_mentions,n_docs
Martin PALOUŠ,M5,M,1,1
Lenka KOVAČOVSKÁ,M5,F,1,1
Lenka ONDRÁČKOVÁ,M5,F,1,1
Lenka WEGRZINOVÁ,M2,F,1,1
Leona JINDROVÁ,M1,F,1,1
Leonard KUNTZ,M2,M,1,1
Louise FRESCOVÁ,M3,F,1,1
Lourdes AYALOVÁ,M2,F,1,1
Martin KAISER,M5,M,1,1
Martin KOLOVRATNÍK,M6,M,1,1
Martin KOPECKÝ,M3,M,1,1
Martin KUKUČKA,M1,M,1,1
Martin LAŠTUVKA,M1,M,1,1
Martin LUKÁŠ,M5,M,1,1
Lisa MURKOWSKIOVÁ,M6,F,1,1
Liseline LAVOINEOVÁ,M5,F,1,1
Livia KLAUSOVÁ,M2,F,1,1
Liz TRUSS,M6,M,1,1
Lorenz VAFFLER,M6,M,1,1
Lorenzo STEFANI,M1,M,1,1
Lorna HEMPSTEADOVÁ,M5,F,1,1
Louis FLETCHER,M6,M,1,1
Linda ZEILINA,M5,F,1,1
Lindley JOHNSON,M3,M,1,1
Lindsey GRAHAM,M6,M,1,1
Line BAY,M3,F,1,1
Line BAYOVÁ,M3,F,1,1
Lirsti LONKOVÁ,M5,F,1,1
Lisa MUMFORDOVÁ,M2,F,1,1
Lisa MURKOEWSKLOVÁ,M6,F,1,1
Larry ELDER,M6,M,1,1
Larry HOGAN,M6,M,1,1
Laura HUTCHINSONOVÁ,M2,F,1,1
Laura MELLEROVÁ,M3,F,1,1
Laura WALTERSOVÁ,M2,F,1,1
Laurent JACQUES,M6,M,1,1
Laďka SKOPOVÁ,M2,F,1,1
Le MAIRE,M6,F,1,1
Martin ROMAN,M5,M,1,1
Martin SEMRÁD,M3,M,1,1
Martin SLORIARIK,M5,M,1,1
Martin SORG,M3,M,1,1
Martin TOBOLKA,M2,M,1,1
Ladislav ŠIGUT,M3,M,1,1
Ladislav ŠTICHA,M1,M,1,1
Laetitia BROCKOVÁ,M1,F,1,1
Li HUEI LAN,M2,M,1,1
Li KCHE ČCHIANG,M6,M,1,1
Liam GOLDING,M2,M,1,1
Martin PLÍŠEK,M6,M,1,1
Martin POVEJŠIL,M6,M,1,1
Martin PRAJER,M6,M,1,1
Martin RACHMANN,M1,M,1,1
Martin REŠ,M2,M,1,1
Leonore GEWESSLER,M6,F,1,1
Leonore GEWESSLEROVÁ,M6,F,1,1
Leoš HEGER,M6,M,1,1
Leoš KUBELKA,M2,M,1,1
Leszek WI NIEWSKI,M5,M,1,1
Lesů ČR,?,M,1,1
Levent KURNAZ,M3,M,1,1
Levice NATO,?,F,1,1
Matt DUNBABIN,M5,M,1,1
Matteo RENZI,M6,M,1,1
Matteo SALVINI,M6,M,1,1
Matthias HUSS,M3,M,1,1
Matthias KNOTT,M1,M,1,1
Matyáš JAKUBŮ,M2,M,1,1
Matěj FICHTNER,M6,M,1,1
Matěj PEKR,M2,M,1,1
Martin TOMŠÍČEK,M2,M,1,1
Martin ZAVRTÁLEK,M5,M,1,1
Martin ŠPALEK,M6,M,1,1
Martin ŠTRUPL,M5,M,1,1
Martina NAVRÁTILOVÁ,M2,F,1,1
Martina RIEBAUEROVÁ,M5,F,1,1
Martina VAŠÁKOVÁ,M3,F,1,1
Masajči KAWAMOTO,M2,M,1,1
Kryštof EBEN,M5,M,1,1
Kumar SINGH,M6,M,1,1
Kumar ŠARMA,M5,M,1,1
Lada PETRÁNKOVÁ,M2,F,1,1
Lada WAGNEROVÁ,M2,F,1,1
Ladislav AMBROZEK,M6,M,1,1
Ladislav HOLEŠ,M6,M,1,1
Ladislav KOKTA,M2,M,1,1
Lechaki PARSAALACHOVÁ,M2,F,1,1
Leena SRIVASTVA,M3,F,1,1
Lenka AUGUSTOVÁ,M2,F,1,1
Lenka CHALUPOVÁ,M1,F,1,1
Lenka FIERLOVÁ,M2,F,1,1
Kristina DVOŘÁKOVÁ,M1,F,1,1
Kristýna KOLOVRÁTKOVÁ,M1,F,1,1
Kryscina CIMANOUSKÁ,M2,F,1,1
Kmotr VR,?,M,1,1
Ko BARETTOVÁ,M6,F,1,1
Koalici SPOLU,?,M,1,1
Koaliční ČSSD,?,M,1,1
Komisariát OSN,?,M,1,1
Kongresu OSN,?,M,1,1
Konrad SEBLON,M2,M,1,1
Kornél CZÍRIA,M5,M,1,1
Michael BENDAVID,M5,M,1,1
Kitty FERGUSONOVÁ,M2,F,1,1
Klaus JOHANNIS,M6,M,1,1
Klub KSČM,?,M,1,1
Klára HLAVÁČKOVÁ,M2,F,1,1
Klára KOŠINOVÁ,M3,F,1,1
Klára PUČEROVÁ,M5,F,1,1
Klára STOLINSKÁ,M2,F,1,1
Melania RODRIGUEZOVÁ,M2,F,1,1
Melanie ENGRAMOVÁ,M3,F,1,1
Melina GATESOVÁ,?,F,1,1
Melinda GATESOVI,?,F,1,1
Mercedes RBS,?,M,1,1
Metoda PCR,?,F,1,1
Metody CRISPR,?,M,1,1
Micha KURTYKA,M6,F,1,1
Max BARCLAY,M5,M,1,1
Max GRAHAM,M5,M,1,1
Max VERTELESKYI,M5,M,1,1
Max WAKEFIELD,M5,M,1,1
Maxim LOMYKIM,M2,M,1,1
Meeri KOIVUNIEMIOVÁ,M3,F,1,1
Meghan MARKLEOVÁ,M2,F,1,1
Meghan TAYLOROVÁ,M2,F,1,1
Michaela BOTHOVÁ,M1,F,1,1
Michaela MAREČKOVÁ,M3,F,1,1
Michaela PRUKNEROVÁ,M6,F,1,1
Karel ČERMÁK,M5,M,1,1
Karel ŠROL,M1,M,1,1
Karin POLZIOVÁ,M2,F,1,1
Karina KOTTOVÁ,M5,F,1,1
Karina KUBELKOVÁ,M5,F,1,1
Kim DO HYEON,M5,M,1,1
Kim HOLMEN,M5,M,1,1
Michael CANOV,M6,M,1,1
Michael HOULT,M2,M,1,1
Michael KIDD,?,M,1,1
Michael MCLAUGHLIN,M2,M,1,1
Michaela BABIŠOVÁ,M5,F,1,1
Michaela BELASOVÁ,M5,F,1,1
Kenneth JALOWITZ,M6,M,1,1
Kerem ATATUN,M5,M,1,1
Keren NEELYOVÁ,M3,F,1,1
Kevin FAULCONER,M6,M,1,1
Kevin JOHNSON,M2,M,1,1
Kevin PAFFRATH,M6,M,1,1
Keystone XL,?,F,1,1
Kidan BIRHANEOVÁ,M2,F,1,1
Krista MIKKONENOVÁ,M6,F,1,1
Katrin FLEISCHEROVÁ,M3,F,1,1
Kdy MPO,?,M,1,1
Kdyby ČSSD,?,M,1,1
Kejči JUMOTO,M5,M,1,1
Kellyanne CONWAYOVÁ,M5,F,1,1
Ken BRYANT SMITH,M2,M,1,1
Ken TAYLOR,M3,M,1,1
Kamil VÁVRA,M2,M,1,1
Kandidátem SPD,?,M,1,1
Kapela MIDI,?,F,1,1
Karel HANZELKA,M1,M,1,1
Karel KALIVODA,M6,M,1,1
Karel KLEMO,M3,M,1,1
Karel OTAVA,M6,M,1,1
Karel PEŠÁK,M5,M,1,1
Michal HÁJEK,M3,M,1,1
Michal JAKUBEC,M2,M,1,1
Michal KADERA,M5,M,1,1
Michal KOZUBEK,M3,M,1,1
Michal KURTYKA,M5,M,1,1
Michal KURTYKA,M6,M,1,1
Michal KŘEMEN,M2,M,1,1
Kamil ISIKLI,M2,M,1,1
Kate SHEFFEROVÁ,M5,F,1,1
Kateřina DAVIDOVÁ,M5,F,1,1
Kateřina HOFSCHNAIDROVÁ,M2,F,1,1
Michal DRÁBEK,M5,M,1,1
Michal DUSÍK,M1,M,1,1
Michal HLAVIČKA,M6,M,1,1
Michal HODRAVA,M2,M,1,1
Michal HOZÁK,M2,M,1,1
Karine ELHARRAROVÁ,M6,F,1,1
Karine ELHARRAROVÉ,M6,F,1,1
Karla IV,?,F,1,1
Karla IV,M6,F,1,1
Karolina BACOVÁ POGORZELSKÁ,M1,F,1,1
Karolína BRANDLOVÁ,M3,F,1,1
Katarína SENDECKÁ,M3,F,1,1
Kate BROWNOVÁ,M6,F,1,1
Jurij MOJSEVIČ,M5,M,1,1
Justin HORN,M3,M,1,1
Jyri VILJANEN,M2,M,1,1
Jytte GUTELANDOVÁ,M6,F,1,1
János ÁDER,M6,M,1,1
Kacanobu KATO,M6,M,1,1
Kaci KULLMANOVÁ FIVEOVÁ,M6,F,1,1
Kafule JIGZAV,M2,F,1,1
Jude LEE,M6,M,1,1
Judy FRYLANDOVÁ,M6,F,1,1
Julia EVEOVÁ TRUSTRAMOVÁ,M5,F,1,1
Julianne BARBIERE,M5,F,1,1
Julianne STROEVEOVÁ,M3,F,1,1
Julie LAMBOVÁ,M2,F,1,1
Julien PERRIN,M2,M,1,1
Juniorské ME,?,M,1,1
Michal SCHUSTER,M1,M,1,1
Michal SLOUKA,M2,M,1,1
Michal SZULDRZY SKI,M1,M,1,1
Michal VOTŘEL,M5,M,1,1
Michal ZEMAN,M3,M,1,1
Michal ŠEBELA,M1,M,1,1
Michel FONNE,M2,M,1,1
Michel TEMER,M6,M,1,1
Karel VLASÁK,M6,M,1,1
Michal MAREK,M3,M,1,1
Michal MIKŠÍK,M1,M,1,1
Michal PAŘÍZEK,M3,M,1,1
Michal POLANSKÝ,M2,M,1,1
Michal PRAPOTNY,M5,M,1,1
Michal RYBNÍČEK,M3,M,1,1
Michal RYGL,M6,M,1,1
Milan CHYTRÝ,M3,M,1,1
Milan ESTERKA,M5,M,1,1
Milan FAJMON,M6,M,1,1
Jorge YUNDA,M6,F,1,1
Jorgen LEFEVRE,M5,M,1,1
Josef HOLEŠ,M2,M,1,1
Josef KOTT,M6,M,1,1
Josef LEPŠA,M5,M,1,1
Miguel ROMERO,M2,M,1,1
Mike BARRET,M5,M,1,1
Mike BRUNE,M5,M,1,1
Mike RAWLINGS,M6,M,1,1
Mike SOMMERS,M5,M,1,1
Mikuláš MINÁŘ,M5,M,1,1
Milada VÁLKOV,M2,F,1,1
Milada VÁLKOVÁ,M2,F,1,1
Josef ŠEDLBAUER,M6,M,1,1
Joseph MEJLA,M2,M,1,1
Joseph MILLS,M2,M,1,1
Michelle BACHELETOVÁ,M6,F,1,1
Michelle OBAMOVÁ,M2,F,1,1
Micheál MARTIN,M6,M,1,1
Mick RYAN,M6,M,1,1
Miguel ARIAS CANETE,M6,M,1,1
Kamala HARRIS,M6,F,1,1
Josef MÁDLE,M1,M,1,1
Josef PATOČKA,M2,M,1,1
Josef POKORNÝ,M6,M,1,1
Josef STRAKA,M5,M,1,1
Josef SYPTÁK,M2,M,1,1
Josef SÍKELA,M6,M,1,1
Josef VALÁŠEK,M2,M,1,1
John WOJNOWSKI,M2,M,1,1
John YOUNGSTALLAN,M1,M,1,1
John YOUNGUSTALIAN,M1,M,1,1
John YOUNGUSTALLAN,M1,M,1,1
John ZIZIULAS,M6,M,1,1
Jonathan BRENT,M3,M,1,1
Jonathan EWING,M5,M,1,1
Jonathan POLLACK,M3,M,1,1
John CHRISTENSEN,M1,M,1,1
John EDEL,M2,M,1,1
John GADDIE,M1,M,1,1
John GRUNSFELD,M5,M,1,1
John HOLDREN,M3,M,1,1
John KASICH,M6,M,1,1
John KIRBY,M1,M,1,1
John SAUVEN,M5,M,1,1
Milena DRDÁCKÁ,M2,F,1,1
Miles DAVIS,M2,M,1,1
Miloslav MASAŘÍK,M6,M,1,1
Miloslava VOSTRÁ,M6,F,1,1
Miloš GREGOR,M3,M,1,1
Miloš HOLZER,M3,M,1,1
Johanna MIKLOVÁ LEITNEROVÁ,M6,F,1,1
Johannes TORPE,M2,M,1,1
Josef MUDRÁK,M6,M,1,1
Milan NIČ,M5,M,1,1
Milan NOVOTNÝ,M2,M,1,1
Milan STŘÍTESKÝ,M5,M,1,1
Milan VLČEK,M6,M,1,1
Milan VÁŇA,M3,M,1,1
Milan ŘEZNÍČEK,M1,M,1,1
Milan ŠTASTNÝ,M5,M,1,1
Joanie WILLETTOVÁ,M5,F,1,1
Joanna MIZIO EKOVÁ,M1,F,1,1
Joanna MIZIOLEKOVÁ,M1,F,1,1
Joe PELLE,M6,M,1,1
Joel KELOI,M2,M,1,1
Jog LAUE,M2,M,1,1
Johan HOLLANDER,M3,M,1,1
Jiří NĚMČÍK,M6,M,1,1
Jiří ŠTEFEK,M2,M,1,1
Jiří ŠTOČEK,M5,M,1,1
Jiří ŠTĚPÁN,M6,M,1,1
Jiří ŠÍMA,M1,M,1,1
Jiří ŠÍR,M5,M,1,1
Jo HOUSEOVÁ,M3,F,1,1
Joachim SCHELLNHBUER,M3,M,1,1
Joana CARVALHOVÁ,M3,F,1,1
Miroslav BRDA,M6,M,1,1
Miroslav BUCHTA,M2,M,1,1
Miroslav DVOŘÁK,M5,M,1,1
Miroslav KLACKOVIČ,M6,M,1,1
Miroslav MAKILA,M5,M,1,1
Jiří WEIGL,M6,M,1,1
Jiří ZIEGLER,M6,M,1,1
Jiří ŠESTÁK,M6,M,1,1
Jones ES,?,M,1,1
Jones FUROVÁ,M6,F,1,1
Jong KIM,M6,M,1,1
Joonas FRITZE,M5,M,1,1
Miloš KOVÁŘ,M5,M,1,1
Miloš PORČ,M5,M,1,1
Milton PEREZ,M2,M,1,1
Mimochodem USA,?,M,1,1
Mičio KAKU,M3,M,1,1
Mmadi REUBEN,M5,M,1,1
Mnislav ZELENÝ,M3,M,1,1
Mohamed HAMET,M6,M,1,1
Jiří HORSKÝ,M2,M,1,1
Jiří HORÁK,M2,M,1,1
Jiří JEŘÁBEK,M5,M,1,1
Jiří JUREČEK,M5,M,1,1
Miroslav RAUCH,M6,M,1,1
Miroslav SKÁCEL,M3,M,1,1
Miroslav TICHÝ,M5,M,1,1
Miroslav ZAVORAL,M5,M,1,1
Miroslava BŽOCHOVÁ,M1,F,1,1
Miroslava PLŠKOVÁ,M3,F,1,1
Mirto KIRUSIOVÁ,M2,F,1,1
Mitch SILBER,M5,M,1,1
Jiří TERYNGEL,M1,M,1,1
Jiří TUREK,M2,M,1,1
Jiří TVRDÝ,M2,M,1,1
Jiří VACEK,M2,M,1,1
Jiří VALENTA,M6,M,1,1
Jiří VAŇÁSEK,M5,M,1,1
Miroslav PACOVSKÝ,M6,M,1,1
Miroslav PÁLKA,M2,M,1,1
Jiří OVČÁČEK,M1,M,1,1
Jiří PETERKA,M2,M,1,1
Jiří POVAŽAN,M5,M,1,1
Jiří POVÝŠIL,M2,M,1,1
Jiří REIF,M3,M,1,1
Jiří RŮŽIČKA,M6,M,1,1
Jiří SEDMÍK,M3,M,1,1
Jiří SPRUŽINA,M3,M,1,1
Na SZDČ,?,F,1,1
Na ÚP,?,F,1,1
Nabíl FAHMÍ,M6,M,1,1
Naděžda GORYCZKOVÁ,M5,F,1,1
Naděžda OVSJANIKOVOVÁ,M2,F,1,1
Jill COOKOVÁ,M5,F,1,1
Jill LEWISOVÁ,M2,F,1,1
Jim NEWTON,M3,M,1,1
Motonobu KIMURA,M2,M,1,1
Muchar ABLJAZOV,M6,M,1,1
Mulyani INDRAWATOVÁ,M6,F,1,1
Muriel BOWSEROVÁ,M6,F,1,1
Má OKD,?,M,1,1
Na CNN,?,F,1,1
Na EU,?,F,1,1
Na ISS,?,F,1,1
Molu ČOI,?,M,1,1
Monika BEJČKOVÁ,?,F,1,1
Monika GSAENGEROVÁ,M2,F,1,1
Monira CHATUMOVÁ,M2,F,1,1
Morgan FREEMAN,M2,M,1,1
Moses AKORLI,M2,M,1,1
Moskevské CSKA,?,M,1,1
Mostafa SILÍTOVÁ,M6,F,1,1
Jiří KADEŘÁBEK,M2,M,1,1
Jiří KMET,M5,M,1,1
Jiří KOS,?,M,1,1
Jiří KOŽELOUH,M6,M,1,1
Jiří LOUČKA,M1,M,1,1
Jiří NEJDL,M2,M,1,1
Mohammad TAREF,M2,M,1,1
Mohsen FARHANGI,M5,M,1,1
Nick SHAPIRO,M5,M,1,1
Nico CUE,M6,M,1,1
Nicole HUNTEROVÁ,M3,F,1,1
Nicole STURGEONOVÁ,M6,F,1,1
Nicolás MADURO,M6,M,1,1
Nigel FARAGE,M6,M,1,1
Nikol COUFALOVÁ,M1,F,1,1
Nikolaj LEVKOVSKIJ,M2,M,1,1
Naďa PROKOPOVÁ,M2,F,1,1
Nedostatky NKÚ,?,M,1,1
Negativním PCR,?,M,1,1
Neil BURDEN,M2,M,1,1
Neil MILLS,M2,M,1,1
Nejméně CD,?,M,1,1
Nic LUGHADHAOVÁ,M3,F,1,1
Nicholas STERN,M6,M,1,1
Naopak ODS,?,M,1,1
Narciso TAPIA,M2,M,1,1
Narendra MODI,M6,F,1,1
Nath KOVIND,M6,M,1,1
Nathan HULTMAN,M5,M,1,1
Nathan SCHULHOFF,M2,M,1,1
Natálie FORSTEROVÁ,M1,F,1,1
Navíc NKÚ,?,M,1,1
Jirka MALÍK,M5,M,1,1
Jitka BLÁHOVÁ,M5,F,1,1
Jitka DOSTALOVÁ,M6,F,1,1
Jitka DOSTÁLOVÁ,M5,F,1,1
Jiřina VYBÍHALOVÁ,M1,F,1,1
Jiří DOLEŽAL,M1,M,1,1
Nancy CHABOTOVÁ,M5,F,1,1
Nancy REAGANOVÁ,M2,F,1,1
Jel ODS,?,M,1,1
Jen FIA,?,M,1,1
Jennifer MORGANOVÁ,M5,F,1,1
Jens STOLTENBERG,M5,M,1,1
Jens TIMMERMANS,M6,M,1,1
Jenže ŘSD,?,F,1,1
Jeremy CORBY,M6,M,1,1
Jeremy LEGGETT,M5,M,1,1
Odpuštění DPH,?,M,1,1
Jeans STOLTENBERG,M6,M,1,1
Jeff BEZOS,M5,M,1,1
Jeff LOPEZ,M2,M,1,1
Jeff MASON,M6,M,1,1
Jeho CNN,?,M,1,1
Jeho PIN,?,M,1,1
Jekatěrina JAKOVLEVOVÁ,M5,F,1,1
Nové OZE,?,M,1,1
Nyoman SURYADIPUTRA,M5,M,1,1
Námořní INSTITUT,?,M,1,1
Návrat USA,?,M,1,1
Názor EU,?,M,1,1
Německá SPD,?,M,1,1
Ochrany PŘÍRODY,?,M,1,1
Oda JOŠITAKA,M5,F,1,1
Nikos LOUTOS,M2,M,1,1
Ninis ROSQVISTOVÁ,M3,F,1,1
Nissan LEAF,?,M,1,1
Non KJU DUK,M1,M,1,1
Noor SHUHADAHOVÁ,M6,F,1,1
Nora MORALESESOVÁ,M2,F,1,1
Norbert LINN,M2,M,1,1
Nová ODS,?,M,1,1
Jaroslav VĚTROVSKÝ,M6,M,1,1
Jaroslav ŠLECHTA,M2,M,1,1
Jaroslav ŠONKA,M1,M,1,1
Jaroslava POKORNÁ JERMANOVÁ,M6,F,1,1
Jaroslava REZLEROVÁ,M5,F,1,1
Jasmin DUREGGEROVÁ,M5,F,1,1
Jason KENNEY,M6,M,1,1
Jason LYALL,M3,M,1,1
Olivier BECQUET,M6,M,1,1
Omran SHARAF,M5,M,1,1
On ESM,?,M,1,1
Jaroslav NAĎ,M6,M,1,1
Jaroslav PEJŠA,M6,M,1,1
Jaroslav PEKÁREK,?,M,1,1
Jaroslav ROŽNOVSKÝ,M3,M,1,1
Jaroslav SOVEK,M5,M,1,1
Oldřich ČÍŽEK,M5,M,1,1
Ole CARMEL,M5,F,1,1
Ole CARMEN,M5,F,1,1
Olga MENZELOVÁ,M5,F,1,1
Olga ŽAKOVOVÁ,M3,F,1,1
Oliver KRISCHER,M6,M,1,1
Oliver STEEDS,?,M,1,1
Olivia REDINGOVÁ,M2,F,1,1
Jeremy TORZ,M5,M,1,1
Jerry DOAN,M2,M,1,1
Jesse KATAJAMA,M2,M,1,1
Jessica BLUNDENOVÁ,M5,F,1,1
Jessica GIENOWOVÁ HECHTOVÁ,M3,F,1,1
Jevgenij BOGATYRJOV,M2,M,1,1
Jevgenij KRUMOV,M2,M,1,1
Ofir AKUNIS,M6,M,1,1
Ondřej ČAPEK,M3,M,1,1
Ondřej ŠIROKÝ,?,M,1,1
Organizace OSN,?,F,1,1
Oscar SORIA,M5,M,1,1
Ostravak ANO,?,M,1,1
Osvaldo STELA,?,M,1,1
Jana MACKOVÁ,M3,F,1,1
Jana MATESOVÁ,M3,F,1,1
Ondřej KONEČNÝ,M2,M,1,1
Ondřej MONDEK,M2,M,1,1
Ondřej MORAVČÍK,M1,M,1,1
Ondřej PRAŽÁK,M1,M,1,1
Ondřej SKULINA,M3,M,1,1
Ondřej VANK,M2,M,1,1
Ondřej VOSKA,M1,M,1,1
Ondřej ZDERADIČKA,M5,M,1,1
Jaroslav DEMČÁK,M6,M,1,1
Jaroslav DOLEŽAL,M5,M,1,1
Jaroslav DOLEŽEL,M5,M,1,1
Jaroslav ERLEC,M5,M,1,1
Jaroslav HORÁČEK,M2,M,1,1
Jaroslav IBEHEJ,M1,M,1,1
Jaroslav KOLAŘÍK,M5,M,1,1
Ondřej KLIMEŠ,M2,M,1,1
Jathart MURTEE,M2,M,1,1
Jay INSLEE,M6,M,1,1
Jay RICHARDS,M3,M,1,1
Jay ZIDMAN,M2,M,1,1
Jean MARC AYRAULT,M6,M,1,1
Jaromír KUBŮ,M5,M,1,1
Jaromír NYTRA,M2,M,1,1
Jaromíra VÍTKOVÁ,M6,F,1,1
Jan ČIŽÍNSKÝ,M6,M,1,1
Jan ŠAFÁŘ,M3,M,1,1
Jan ŠUMBERA,M5,M,1,1
Jan ŠVEJDAR,M6,M,1,1
Jana FEBEROVÁ,M6,F,1,1
Jana HOŘEJŠÍ,M2,F,1,1
Jana JELÍNKOVÁ,M2,F,1,1
Jana KALOUSOVÁ,M2,F,1,1
Paolo VIELMO,M2,M,1,1
Paolo VITALE,M2,M,1,1
Papež FRANTIŠEK,M6,M,1,1
Paraskevi KOYKIOVÁ,M2,F,1,1
Pasi SIHVONEN,M5,M,1,1
Pat LACEYOVÁ,M2,F,1,1
Patrick CAREY,M2,M,1,1
Patrik DOJČINOVIČ,M5,M,1,1
Jared POLIS,M6,M,1,1
Jari SALMINER,M3,M,1,1
Otakar TUČEK,M5,M,1,1
Otmar URBAN,M3,M,1,1
Otmar URBAN,M5,M,1,1
Pablo CHEVALIER,M5,M,1,1
Panaiotis SILIAIDIS,M2,M,1,1
Panos TSAKLOGLU,M3,M,1,1
Jana MYSLIVEČKOVÁ,M1,F,1,1
Jana TROJANOVÁ,M5,F,1,1
Jana TYRER,M5,F,1,1
Jana ZIELINSKI,M5,F,1,1
Jana ZÁHORKOVÁ,M5,F,1,1
Jana ČIKINOVÁ,M2,F,1,1
Janine WISSLEROVÁ,M6,F,1,1
Janko CIGANJJIK,M2,M,1,1
Jan PRETER,M3,M,1,1
Jan ROVENSKÝ,M6,M,1,1
Jan ROYT,M5,M,1,1
Jan ROZSÍVAL,M2,M,1,1
Jan RUML,M6,M,1,1
Jan RYBA,M5,M,1,1
Jan SCHEIDER,M5,M,1,1
Jan KRAJHANZL,M5,M,1,1
Pavel DUNGL,M5,M,1,1
Pavel FARSKÝ,M6,M,1,1
Pavel HERMAN,M6,M,1,1
Pavel II,?,M,1,1
Pavel JURUŠ,M3,M,1,1
Jan PETRÁNEK,M1,M,1,1
Jan PIŇOS,M3,M,1,1
Jan POLÁŠEK,M2,M,1,1
Paula PEDREROSOVÁ,M3,F,1,1
Pauline HANSONOVÁ,M6,F,1,1
Paulo ARTAKSO,M3,M,1,1
Paulo ARTAXO,M3,M,1,1
Pavel BOJANOVSKÝ,M2,M,1,1
Pavel BÉM,M6,M,1,1
Pavel CYRANI,M5,M,1,1
Pavel DUBSKÝ,M5,M,1,1
Jan SEHNAL,M5,M,1,1
Jan SKALICKÝ,M6,M,1,1
Jan SOBOTKA,M6,M,1,1
Jan VLAŠIC,M6,M,1,1
Jan VOPRAVIL,M5,M,1,1
Jan WOLF,M3,M,1,1
Paul GACHERU,M3,M,1,1
Paul NICKLEN,M3,M,1,1
